gaze_timestamp;gaze_normal0_x;gaze_normal0_y;gaze_normal1_x;gaze_normal1_y
699013,4636;-0,397846068;0,097197841;0,007389914;0,077177661
699013,4675;-0,397846068;0,097197841;0,005785392;0,07735991
699013,4714;-0,397487621;0,099709441;0,005785392;0,07735991
699013,4765;-0,397487621;0,099709441;0,006123138;0,074540029
699013,4805;-0,397988846;0,102400622;0,006123138;0,074540029
699013,4839;-0,397988846;0,102400622;0,005606039;0,074918486
699013,4878;-0,397434062;0,105138864;0,005606039;0,074918486
699013,4911;-0,397434062;0,105138864;-0,005367367;0,074854454
699013,4951;-0,397020667;0,105967044;-0,005367367;0,074854454
699013,4999;-0,397020667;0,105967044;-0,012337086;0,076393347
699013,5039;-0,397705267;0,106027485;-0,012337086;0,076393347
699013,5072;-0,397705267;0,106027485;-0,011566332;0,075378827
699013,5112;-0,396622057;0,10792017;-0,011566332;0,075378827
699013,5143;-0,396622057;0,10792017;-0,017821302;0,074058945
699013,5191;-0,396622057;0,10792017;-0,025632413;0,073889241
699013,5231;-0,394662405;0,108803226;-0,025632413;0,073889241
699013,5271;-0,392307689;0,110836133;-0,025632413;0,073889241
699013,5307;-0,392307689;0,110836133;-0,033993664;0,074788306
699013,536;-0,392307689;0,110836133;-0,039290042;0,075907454
699013,54;-0,39096111;0,11254278;-0,039290042;0,075907454
699013,546;-0,389132973;0,113417504;-0,039290042;0,075907454
699013,5493;-0,389132973;0,113417504;-0,046306568;0,076684582
699013,5527;-0,389132973;0,113417504;-0,048120849;0,076208496
699013,5566;-0,38946831;0,113594234;-0,048120849;0,076208496
699013,5615;-0,38946831;0,113594234;-0,048057615;0,075800044
699013,5655;-0,388300781;0,111644584;-0,048057615;0,075800044
699013,5689;-0,388300781;0,111644584;-0,055215596;0,076523361
699013,5729;-0,389241918;0,111239207;-0,055215596;0,076523361
699013,5766;-0,389241918;0,111239207;-0,055112344;0,07615398
699013,5807;-0,389435584;0,110778775;-0,055112344;0,07615398
699013,5853;-0,389435584;0,110778775;-0,056603171;0,075174387
699013,5894;-0,389561025;0,109799803;-0,056603171;0,075174387
699013,5931;-0,389561025;0,109799803;-0,060452283;0,078107166
699013,597;-0,38908033;0,10730553;-0,060452283;0,078107166
699013,602;-0,38908033;0,10730553;-0,059667357;0,077601172
699013,606;-0,390466865;0,107135131;-0,059667357;0,077601172
699013,6092;-0,390466865;0,107135131;-0,064108018;0,076391138
699013,6132;-0,390039822;0,107398062;-0,064108018;0,076391138
699013,6168;-0,390039822;0,107398062;-0,072460689;0,079806482
699013,6209;-0,39138303;0,10566299;-0,072460689;0,079806482
699013,6257;-0,39138303;0,10566299;-0,073955793;0,079801577
699013,6296;-0,390910838;0,105804292;-0,073955793;0,079801577
699013,6331;-0,390910838;0,105804292;-0,074318879;0,080146293
699013,637;-0,390595602;0,106298569;-0,074318879;0,080146293
699013,6406;-0,390595602;0,106298569;-0,072927401;0,079084169
699013,6446;-0,389674784;0,107587315;-0,072927401;0,079084169
699013,6493;-0,389674784;0,107587315;-0,071441583;0,079703145
699013,6534;-0,376220526;0,110459939;-0,071441583;0,079703145
699013,6569;-0,376220526;0,110459939;-0,051924023;0,075471549
699013,6609;-0,33572086;0,109274745;-0,051924023;0,075471549
699013,6647;-0,33572086;0,109274745;-0,014043391;0,067821459
699013,6691;-0,289821728;0,101082812;-0,014043391;0,067821459
699013,675;-0,289821728;0,101082812;0,019599504;0,062760749
699013,6805;-0,256313323;0,092458109;0,019599504;0,062760749
699013,6853;-0,256313323;0,092458109;0,051752188;0,054561779
699013,6928;-0,238230851;0,09156529;0,051752188;0,054561779
699013,7005;-0,238230851;0,09156529;0,069218274;0,056275813
699013,7038;-0,246070179;0,088647156;0,069218274;0,056275813
699013,7069;-0,246070179;0,088647156;0,077427423;0,055744105
699013,7102;-0,245697172;0,08919601;0,077427423;0,055744105
699013,7108;0,206430769;-0,01433468;;
699013,7186;0,20669837;-0,013874249;;
699013,7266;0,206548474;-0,014817165;;
699013,7346;0,206548671;-0,014459241;;
699013,7508;-0,247807077;0,084765536;0,084442111;0,055789257
699013,7548;-0,249010436;0,084583437;0,084442111;0,055789257
699013,7589;-0,250923907;0,081594314;0,084442111;0,055789257
699013,7628;-0,251875742;0,081530657;0,084442111;0,055789257
699013,7662;-0,251875742;0,081530657;0,093918907;0,047148305
699013,771;-0,251875742;0,081530657;0,093538145;0,046286518
699013,775;-0,252093372;0,081395535;0,093538145;0,046286518
699013,779;-0,252356657;0,081640523;0,093538145;0,046286518
699013,7823;-0,252356657;0,081640523;0,093793597;0,044607741
699013,7873;-0,252356657;0,081640523;0,093543409;0,040845694
699013,7914;-0,253805516;0,076514178;0,093543409;0,040845694
699013,7954;-0,253919432;0,075436071;0,093543409;0,040845694
699013,7988;-0,253919432;0,075436071;0,08900568;0,041025642
699013,8028;-0,256606186;0,071010518;0,08900568;0,041025642
699013,8061;-0,256606186;0,071010518;0,085141946;0,037466808
699013,8109;-0,256606186;0,071010518;0,083961486;0,036657766
699013,815;-0,259810591;0,065469214;0,083961486;0,036657766
699013,8189;-0,262875489;0,060714058;0,083961486;0,036657766
699013,8223;-0,262875489;0,060714058;0,080787737;0,034772892
699013,8272;-0,262875489;0,060714058;0,080024602;0,032533516
699013,8312;-0,2629044;0,055885935;0,080024602;0,032533516
699013,8352;-0,265368522;0,051876796;0,080024602;0,032533516
699013,8385;-0,265368522;0,051876796;0,079418771;0,029532975
699013,8418;-0,265368522;0,051876796;0,078817381;0,031115592
699013,8459;-0,265301102;0,052221756;0,078817381;0,031115592
699013,8507;-0,265301102;0,052221756;0,078900876;0,028961071
699013,8547;-0,264349297;0,050591203;0,078900876;0,028961071
699013,8587;-0,263881413;0,049206354;0,078900876;0,028961071
699013,8623;-0,263881413;0,049206354;0,079866533;0,026544454
699013,8672;-0,263881413;0,049206354;0,081334395;0,024228421
699013,8712;-0,263541791;0,045792742;0,081334395;0,024228421
699013,8752;-0,261728808;0,046946636;0,081334395;0,024228421
699013,8786;-0,261728808;0,046946636;0,082259846;0,022928689
699013,8826;-0,259800925;0,045886454;0,082259846;0,022928689
699013,8861;-0,259800925;0,045886454;0,084259788;0,023099738
699013,891;-0,259800925;0,045886454;0,085642446;0,024146142
699013,8952;-0,257131842;0,046364911;0,085642446;0,024146142
699013,8991;-0,257876873;0,046532088;0,085642446;0,024146142
699013,9027;-0,257876873;0,046532088;0,089801834;0,024742878
699013,9067;-0,257273539;0,04563284;0,089801834;0,024742878
699013,9115;-0,257273539;0,04563284;0,090115105;0,024799253
699013,9156;-0,256333297;0,046243814;0,090115105;0,024799253
699013,9191;-0,256333297;0,046243814;0,091126492;0,025653196
699013,9231;-0,253125864;0,046439544;0,091126492;0,025653196
699013,928;-0,253125864;0,046439544;0,094188077;0,02645948
699013,9319;-0,251969926;0,046167272;0,094188077;0,02645948
699013,9352;-0,251969926;0,046167272;0,094600218;0,027431881
699013,9392;-0,250692101;0,044609892;0,094600218;0,027431881
699013,9426;-0,250692101;0,044609892;0,093868745;0,028525894
699013,9473;-0,250692101;0,044609892;0,092742563;0,028701129
699013,9513;-0,248738295;0,045097702;0,092742563;0,028701129
699013,9553;-0,248824879;0,043169889;0,092742563;0,028701129
699013,9587;-0,248824879;0,043169889;0,091110701;0,028785914
699013,9626;-0,248788466;0,044428366;0,091110701;0,028785914
699013,9677;-0,248788466;0,044428366;0,089050172;0,028879424
699013,9717;-0,247314976;0,041926094;0,089050172;0,028879424
699013,975;-0,247314976;0,041926094;0,090008336;0,028441308
699013,979;-0,247295404;0,042911904;0,090008336;0,028441308
699013,9824;-0,247295404;0,042911904;0,087124045;0,02844252
699013,9875;-0,247295404;0,042911904;0,085040874;0,028601807
699013,9914;-0,247228457;0,043305916;0,085040874;0,028601807
699013,9974;-0,247032522;0,042482649;0,085040874;0,028601807
699014,0008;-0,247032522;0,042482649;0,084051401;0,028311702
699014,0055;-0,247032522;0,042482649;0,081287135;0,027215923
699014,0095;-0,247022718;0,042817008;0,081287135;0,027215923
699014,0129;-0,247022718;0,042817008;0,080206723;0,027806562
699014,0168;-0,246526402;0,042652104;0,080206723;0,027806562
699014,0206;-0,246526402;0,042652104;0,077976477;0,02756779
699014,0247;-0,24876405;0,040103364;0,077976477;0,02756779
699014,0299;-0,24876405;0,040103364;0,07720038;0,027465386
699014,0339;-0,248923625;0,040490958;0,07720038;0,027465386
699014,0371;-0,248923625;0,040490958;0,07620597;0,027669537
699014,0411;-0,2490538;0,040446584;0,07620597;0,027669537
699014,0459;-0,2490538;0,040446584;0,079578373;0,027713379
699014,0498;-0,235109172;0,039051944;0,079578373;0,027713379
699014,0532;-0,235109172;0,039051944;0,089670872;0,025011206
699014,0571;-0,220194942;0,033507006;0,089670872;0,025011206
699014,0624;-0,220194942;0,033507006;0,09721975;0,020063555
699014,0664;-0,217660728;0,032344991;0,09721975;0,020063555
699014,07;-0,217660728;0,032344991;0,099005579;0,018205888
699014,074;-0,221133756;0,02817069;0,099005579;0,018205888
699014,0793;-0,221133756;0,02817069;0,09942956;0,018428663
699014,0839;-0,224064577;0,029418649;0,09942956;0,018428663
699014,0876;-0,224064577;0,029418649;0,099775945;0,020455235
699014,0912;-0,224001652;0,030178333;0,099775945;0,020455235
699014,095;-0,226790188;0,028557855;0,099775945;0,020455235
699014,1005;-0,226790188;0,028557855;0,09977784;0,02123858
699014,1044;-0,225047953;0,029799713;0,09977784;0,02123858
699014,1077;-0,225047953;0,029799713;0,102516746;0,023217146
699014,1117;-0,22924351;0,02770824;0,102516746;0,023217146
699014,115;-0,22924351;0,02770824;0,10324119;0,024040115
699014,119;-0,23815069;-0,000127153;0,10324119;0,024040115
699014,1237;-0,23815069;-0,000127153;0,103123391;0,024078645
699014,1304;-0,228907014;0,028415588;0,103123391;0,024078645
699014,1338;-0,228907014;0,028415588;0,101750843;0,027296363
699014,139;-0,228907014;0,028415588;0,102713803;0,028410115
699014,1423;-0,229041477;0,028118294;0,102713803;0,028410115
699014,1459;-0,229041477;0,028118294;0,101536251;0,028653464
699014,1493;-0,228457522;0,030041304;0,101536251;0,028653464
699014,1543;-0,228457522;0,030041304;0,100889258;0,031935985
699014,1577;-0,228430651;0,030017816;0,100889258;0,031935985
699014,1613;-0,228696065;0,03065837;0,100889258;0,031935985
699014,1651;-0,228696065;0,03065837;0,101829894;0,031525282
699014,1686;-0,228682939;0,030731514;0,101829894;0,031525282
699014,1733;-0,228682939;0,030731514;0,102696632;0,032405834
699014,1774;-0,228879523;0,030445991;0,102696632;0,032405834
699014,1812;-0,228879523;0,030445991;0,10405316;0,03236636
699014,1852;-0,23008379;0,030686515;0,10405316;0,03236636
699014,1902;-0,23008379;0,030686515;0,103932991;0,032603506
699014,1942;-0,230339801;0,030490384;0,103932991;0,032603506
699014,1978;-0,230339801;0,030490384;0,103345256;0,032427408
699014,2018;-0,230746802;0,030625156;0,103345256;0,032427408
699014,2067;-0,230746802;0,030625156;0,102183983;0,031381635
699014,2107;-0,231277532;0,03000195;0,102183983;0,031381635
699014,2143;-0,231277532;0,03000195;0,10169735;0,030926216
699014,2182;-0,231851969;0,029499691;0,10169735;0,030926216
699014,2215;-0,231851969;0,029499691;0,103824958;0,029566564
699014,2254;-0,232768984;0,031148132;0,103824958;0,029566564
699014,2304;-0,232768984;0,031148132;0,102877002;0,029844405
699014,2344;-0,232251341;0,031183291;0,102877002;0,029844405
699014,2378;-0,232251341;0,031183291;0,101397963;0,02747146
699014,2419;-0,232530637;0,031169362;0,101397963;0,02747146
699014,2452;-0,232530637;0,031169362;0,102186141;0,028545927
699014,2492;-0,23275262;0,031045304;0,102186141;0,028545927
699014,254;-0,23275262;0,031045304;0,101847514;0,028573314
699014,258;-0,229361277;0,030095953;0,101847514;0,028573314
699014,2613;-0,229361277;0,030095953;0,102118098;0,028635099
699014,2653;-0,229932284;0,029941208;0,102118098;0,028635099
699014,2687;-0,229932284;0,029941208;0,102285181;0,028809212
699014,2727;-0,229184923;0,029993941;0,102285181;0,028809212
699014,2774;-0,229184923;0,029993941;0,10168588;0,027710148
699014,2815;-0,228420342;0,022593005;0,10168588;0,027710148
699014,2856;-0,228420342;0,022593005;0,092575819;0,016044688
699014,2896;-0,227730459;-0,00907886;0,092575819;0,016044688
699014,295;-0,227730459;-0,00907886;0,077803819;-0,015704739
699014,2996;-0,226450634;-0,048045258;0,077803819;-0,015704739
699014,3042;-0,226450634;-0,048045258;0,067037754;-0,050428168
699014,3081;-0,229744472;-0,087674162;0,067037754;-0,050428168
699014,3147;-0,241428901;-0,103374123;0,067037754;-0,050428168
699014,32;-0,241428901;-0,103374123;0,043816187;-0,103340207
699014,3238;-0,241428901;-0,103374123;0,037251951;-0,117746415
699014,3271;-0,253562494;-0,12384734;0,037251951;-0,117746415
699014,3322;-0,253562494;-0,12384734;0,037085598;-0,123576455
699014,3358;-0,25541499;-0,139004223;0,037085598;-0,123576455
699014,3392;-0,255274204;-0,141231007;0,037085598;-0,123576455
699014,3425;-0,255274204;-0,141231007;0,036323186;-0,128787368
699014,3464;-0,258874321;-0,145572397;0,036323186;-0,128787368
699014,3517;-0,258874321;-0,145572397;0,036657852;-0,136768685
699014,3555;-0,259733209;-0,148739016;0,036657852;-0,136768685
699014,3591;-0,259733209;-0,148739016;0,036349947;-0,141468585
699014,3626;-0,262674938;-0,153809231;0,036349947;-0,141468585
699014,3677;-0,262674938;-0,153809231;0,034866301;-0,149143633
699014,3712;-0,263752124;-0,155118428;0,034866301;-0,149143633
699014,3751;-0,266720127;-0,15565845;0,034866301;-0,149143633
699014,379;-0,266720127;-0,15565845;0,035053094;-0,157335262
699014,383;-0,265312689;-0,156106443;0,035053094;-0,157335262
699014,3877;-0,265312689;-0,156106443;0,038432563;-0,163795308
699014,3917;-0,253897636;-0,159387158;0,038432563;-0,163795308
699014,3949;-0,253897636;-0,159387158;0,038823911;-0,166166425
699014,399;-0,245220871;-0,160272529;0,038823911;-0,166166425
699014,4039;-0,245220871;-0,160272529;0,044188699;-0,165635546
699014,408;-0,243566014;-0,159227668;0,044188699;-0,165635546
699014,4116;-0,243566014;-0,159227668;0,043657744;-0,167156308
699014,4156;-0,242186966;-0,159154982;0,043657744;-0,167156308
699014,4211;-0,242186966;-0,159154982;0,044910731;-0,168739513
699014,4251;-0,241616487;-0,157689111;0,044910731;-0,168739513
699014,4287;-0,241616487;-0,157689111;0,044877407;-0,172433363
699014,4349;-0,240862916;-0,159434418;0,044877407;-0,172433363
699014,4395;-0,240862916;-0,159434418;0,044483582;-0,176059507
699014,4434;-0,239488417;-0,16080222;0,044483582;-0,176059507
699014,4467;-0,239488417;-0,16080222;0,044478172;-0,178615122
699014,4508;-0,237848931;-0,162523813;0,044478172;-0,178615122
699014,4549;-0,237848931;-0,162523813;0,044039141;-0,180130432
699014,4602;-0,237848931;-0,162523813;0,044673104;-0,181016924
699014,4643;-0,238481064;-0,160971832;0,044673104;-0,181016924
699014,4681;-0,240739974;-0,15989955;0,044673104;-0,181016924
699014,4714;-0,240739974;-0,15989955;0,045302156;-0,18341704
699014,4754;-0,242951022;-0,159153758;0,045302156;-0,18341704
699014,4807;-0,242951022;-0,159153758;0,044797996;-0,185038137
699014,4847;-0,245998357;-0,157820264;0,044797996;-0,185038137
699014,4887;-0,245998357;-0,157820264;0,043631681;-0,18474931
699014,4927;-0,248656271;-0,157146491;0,043631681;-0,18474931
699014,4975;-0,248656271;-0,157146491;0,044514812;-0,183187001
699014,5017;-0,250202047;-0,155441363;0,044514812;-0,183187001
699014,5053;-0,250202047;-0,155441363;0,044873554;-0,18257856
699014,5092;-0,254344113;-0,155305234;0,044873554;-0,18257856
699014,5143;-0,254344113;-0,155305234;0,045528432;-0,179283749
699014,5182;-0,256416993;-0,155509139;0,045528432;-0,179283749
699014,5214;-0,256416993;-0,155509139;0,047205042;-0,177283721
699014,5255;-0,256824499;-0,153942691;0,047205042;-0,177283721
699014,5308;-0,256824499;-0,153942691;0,049397057;-0,176864781
699014,5348;-0,257448124;-0,153835938;0,049397057;-0,176864781
699014,5388;-0,257933395;-0,152328398;0,049397057;-0,176864781
699014,5423;-0,257933395;-0,152328398;0,051671404;-0,176477067
699014,5472;-0,257933395;-0,152328398;0,051580542;-0,174243893
699014,5511;-0,256965028;-0,153031385;0,051580542;-0,174243893
699014,5552;-0,254530953;-0,154195085;0,051580542;-0,174243893
699014,5585;-0,254530953;-0,154195085;0,050850369;-0,174982617
699014,5618;-0,254530953;-0,154195085;0,052046161;-0,173081616
699014,5658;-0,251668946;-0,155459237;0,052046161;-0,173081616
699014,5708;-0,251668946;-0,155459237;0,051619422;-0,172853235
699014,5749;-0,249065418;-0,156329786;0,051619422;-0,172853235
699014,5788;-0,249065418;-0,156329786;0,053291746;-0,172322519
699014,5826;-0,247991083;-0,157232705;0,053291746;-0,172322519
699014,5866;-0,246632474;-0,157607664;0,053291746;-0,172322519
699014,5919;-0,246632474;-0,157607664;0,054037664;-0,171848709
699014,5961;-0,244970882;-0,15695616;0,054037664;-0,171848709
699014,5995;-0,244970882;-0,15695616;0,054520073;-0,174651801
699014,6033;-0,244428649;-0,156745506;0,054520073;-0,174651801
699014,6084;-0,244428649;-0,156745506;0,054939041;-0,174339124
699014,6124;-0,245359763;-0,15496927;0,054939041;-0,174339124
699014,6156;-0,245359763;-0,15496927;0,05480925;-0,17383725
699014,6196;-0,244647864;-0,154430682;0,05480925;-0,17383725
699014,6229;-0,244647864;-0,154430682;0,053566694;-0,174303849
699014,6271;-0,245520863;-0,154124996;0,053566694;-0,174303849
699014,6326;-0,245520863;-0,154124996;0,054048502;-0,177973215
699014,6364;-0,245961771;-0,152942916;0,054048502;-0,177973215
699014,6397;-0,245961771;-0,152942916;0,054487086;-0,177644375
699014,6438;-0,247269029;-0,153443935;0,054487086;-0,177644375
699014,649;-0,247269029;-0,153443935;0,054858668;-0,179752132
699014,653;-0,248635172;-0,152904763;0,054858668;-0,179752132
699014,6567;-0,248635172;-0,152904763;0,055451883;-0,179682943
699014,6606;-0,249461608;-0,151009096;0,055451883;-0,179682943
699014,6659;-0,249461608;-0,151009096;0,05501173;-0,181997797
699014,67;-0,250472464;-0,149534169;0,05501173;-0,181997797
699014,6733;-0,250472464;-0,149534169;0,053327202;-0,182894738
699014,6772;-0,250723794;-0,149703752;0,053327202;-0,182894738
699014,6821;-0,250723794;-0,149703752;0,051608185;-0,184014298
699014,6861;-0,250763022;-0,150403274;0,051608185;-0,184014298
699014,6896;-0,250763022;-0,150403274;0,050704338;-0,184796285
699014,6936;-0,250951303;-0,150850298;0,050704338;-0,184796285
699014,6988;-0,250951303;-0,150850298;0,051612644;-0,186568558
699014,7028;-0,25128873;-0,149508582;0,051612644;-0,186568558
699014,7067;-0,250686158;-0,148989554;0,051612644;-0,186568558
699014,7106;-0,250686158;-0,148989554;0,051948562;-0,186485398
699014,716;-0,250686158;-0,148989554;0,053409116;-0,186664743
699014,7201;-0,250657327;-0,1473109;0,053409116;-0,186664743
699014,724;-0,248716609;-0,145931617;0,053409116;-0,186664743
699014,7276;-0,248716609;-0,145931617;0,054040213;-0,185316294
699014,7316;-0,248155761;-0,145595754;0,054040213;-0,185316294
699014,737;-0,248155761;-0,145595754;0,054353235;-0,183736649
699014,741;-0,247702819;-0,144512624;0,054353235;-0,183736649
699014,7447;-0,247702819;-0,144512624;0,055247818;-0,183708308
699014,7486;-0,245982165;-0,144435176;0,055247818;-0,183708308
699014,7535;-0,245982165;-0,144435176;0,055774922;-0,181933391
699014,7575;-0,245445353;-0,145143985;0,055774922;-0,181933391
699014,7611;-0,245445353;-0,145143985;0,05662732;-0,182677037
699014,7651;-0,243553348;-0,144189075;0,05662732;-0,182677037
699014,7705;-0,243553348;-0,144189075;0,059301628;-0,182779922
699014,7744;-0,242518311;-0,145748337;0,059301628;-0,182779922
699014,7779;-0,242518311;-0,145748337;0,058626404;-0,182789792
699014,7819;-0,242003712;-0,147302216;0,058626404;-0,182789792
699014,7868;-0,242003712;-0,147302216;0,054510824;-0,1819835
699014,791;-0,241298364;-0,148467947;0,054510824;-0,1819835
699014,7945;-0,241298364;-0,148467947;0,05047526;-0,179798586
699014,7984;-0,241179995;-0,150269452;0,05047526;-0,179798586
699014,8035;-0,241179995;-0,150269452;0,039511738;-0,176501243
699014,8074;-0,229658534;-0,148940726;0,039511738;-0,176501243
699014,8081;;;-0,043150322;-0,148353989
699014,8157;;;-0,137073686;-0,123894796
699014,8192;0,259658542;-0,277383403;;
699014,8317;;;-0,322569179;0,084206721
699014,833;0,290756287;-0,045064587;;
699014,8472;0,335676852;-0,0672752;;
699014,8502;;;0,848115051;-0,164809028
699014,8595;0,108022945;-0,139569195;;
699014,8611;;;-0,170041995;0,322772561
699014,8701;0,121357797;-0,136935361;;
699014,872;;;-0,200981042;0,211273575
699014,8806;;;-0,335389326;0,211392013
699014,8826;0,283295248;-0,198370206;;
699014,8949;0,247552219;-0,166974288;;
699014,8995;;;-0,290351497;0,17237829
699014,9135;-0,206029316;0,0905884;0,095350798;0,036963005
699014,9162;0,230578002;-0,154498666;;
699014,9245;-0,228282099;-0,030815224;0,095350798;0,036963005
699014,9295;-0,228282099;-0,030815224;-0,004960724;0,039229226
699014,9297;0,234426925;-0,131611995;;
699014,9413;;;-0,441474723;0,09283822
699014,9519;-0,241822472;-0,025883072;-0,013189893;0,020747028
699014,9588;-0,204822825;0,064713991;-0,013189893;0,020747028
699014,9623;-0,203450124;0,059461905;-0,013189893;0,020747028
699014,9674;-0,203450124;0,059461905;-0,02062079;0,026278694
699014,971;-0,243442118;-0,021242612;-0,02062079;0,026278694
699014,9778;-0,205529074;0,057941194;-0,02062079;0,026278694
699014,9825;-0,205529074;0,057941194;-0,021565512;0,03027067
699014,9859;-0,205529074;0,057941194;-0,019178942;0,033963861
699014,9892;-0,205116343;0,054501529;-0,019178942;0,033963861
699014,9925;-0,205116343;0,054501529;-0,01838783;0,034041127
699014,9958;-0,206049901;0,054433282;-0,01838783;0,034041127
699015,0009;-0,206049901;0,054433282;-0,017520842;0,033704234
699015,0041;-0,207518012;0,052485978;-0,017520842;0,033704234
699015,0076;-0,2089866;0,054690755;-0,017520842;0,033704234
699015,0109;-0,2089866;0,054690755;-0,015496833;0,038237591
699015,0148;-0,209356831;0,056597104;-0,015496833;0,038237591
699015,0183;-0,209356831;0,056597104;-0,006048132;0,044182914
699015,023;-0,209356831;0,056597104;-0,005988804;0,044119649
699015,027;-0,209659693;0,058402727;-0,005988804;0,044119649
699015,031;-0,20713915;0,060251115;-0,005988804;0,044119649
699015,0344;-0,20713915;0,060251115;0,086644339;-0,002668606
699015,0407;-0,20713915;0,060251115;0,081344819;0,045907809
699015,0449;-0,204534247;0,061535912;0,081344819;0,045907809
699015,0488;-0,202230748;0,062021932;0,081344819;0,045907809
699015,0526;-0,202230748;0,062021932;0,054659433;0,002526003
699015,0568;-0,258576365;-0,006184114;0,054659433;0,002526003
699015,0639;-0,258576365;-0,006184114;0,08809882;-0,01871911
699015,0689;-0,259576674;-0,006623027;0,08809882;-0,01871911
699015,0724;-0,259576674;-0,006623027;0,09315383;-0,025813854
699015,0759;-0,259951037;-0,004409823;0,09315383;-0,025813854
699015,0844;-0,259951037;-0,004409823;0,093324891;-0,025242554
699015,0889;-0,25932237;-0,005451853;0,093324891;-0,025242554
699015,0923;-0,259833365;-0,00723923;0,093324891;-0,025242554
699015,0963;-0,257567472;-0,007215085;0,093324891;-0,025242554
699015,1;-0,257567472;-0,007215085;0,099323038;-0,027184458
699015,1076;-0,257567472;-0,007215085;0,103274261;-0,028192749
699015,1114;-0,255479234;-0,008046241;0,103274261;-0,028192749
699015,1153;-0,254555678;-0,009256454;0,103274261;-0,028192749
699015,1192;-0,254555678;-0,009256454;0,10450009;-0,02811304
699015,1232;-0,254307847;-0,010304513;0,10450009;-0,02811304
699015,1315;-0,253417598;-0,010379624;0,10450009;-0,02811304
699015,1395;-0,253417598;-0,010379624;0,105854095;-0,027883155
699015,1435;-0,253417598;-0,010379624;0,106190639;-0,028293096
699015,1473;-0,254115256;-0,012724966;0,106190639;-0,028293096
699015,1529;-0,254115256;-0,012724966;0,10637532;-0,027442694
699015,1569;-0,254451086;-0,013087555;0,10637532;-0,027442694
699015,1605;-0,255883977;-0,013442983;0,10637532;-0,027442694
699015,164;-0,255883977;-0,013442983;0,106690435;-0,027499223
699015,168;-0,25549877;-0,013231648;0,106690435;-0,027499223
699015,1735;-0,25549877;-0,013231648;0,106298933;-0,028244129
699015,1776;-0,255856536;-0,012103501;0,106298933;-0,028244129
699015,1812;-0,255856536;-0,012103501;0,105992333;-0,028725469
